Product code,Product Name,Product Main Category,Product Sub Category,DEPARTMENT ,DESCRIPTION ,Video Link,Image 2,Catalogue ,Price 1 (Customer type 1),Price 2 ( Customer type 2),Price 3 ( Customer type 3)
YM2091,FINGER TIP PULSE OXIMETER YM 83C YARAMED,MEDICAL,MEDICAL EQUIPMENT,EMERGENCY,"FINGER TIP PULSE OXIMETER YM 83C YARAMED
 
 Overview 
 Trusted by professionals, the FINGER TIP PULSE OXIMETER YM 83C YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model FINGER TIP PULSE OXIMETER YM 83C YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1u1xBq6TPA0SMxG3dVcIXvqCYAmyHk8Kl/view?usp=sharing,https://drive.google.com/file/d/1RZ-FsZG2s7yp37SYqjTZ0B_2qL-z-w5X/view?usp=sharing,,,
YM2092,FIRST AID EMPTY BAG C052-FAK04- YARAMED,MEDICAL,MEDICAL CONSUMABLES,EMERGENCY,"FIRST AID EMPTY BAG C052-FAK04- YARAMED
 
 Overview 
 The FIRST AID EMPTY BAG C052-FAK04- YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model FIRST AID EMPTY BAG C052-FAK04- YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1jQvK__M02PZpXzdg5PW83WvRSz6f_41h/view?usp=sharing,https://drive.google.com/file/d/1X88v6xDvQNQ8DT_IdYdr_Xpo9K8LTCzN/view?usp=sharing,,,
YM2093,FIRST AID EMPTY BAG FAK07- YARAMED,MEDICAL,MEDICAL CONSUMABLES,EMERGENCY,"FIRST AID EMPTY BAG FAK07- YARAMED
 
 Overview 
 Reliable and durable, the FIRST AID EMPTY BAG FAK07- YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model FIRST AID EMPTY BAG FAK07- YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/15z9hiVsRq_4QJFphe45n3SQkvIK3oYXO/view?usp=sharing,https://drive.google.com/file/d/1Yfe6VW4779V5cheEUgGx_Aeyj09iSbnH/view?usp=sharing,,,
YM2094,FIRST AID EMPTY BAG KAQ15- YARAMED,MEDICAL,MEDICAL CONSUMABLES,EMERGENCY,"FIRST AID EMPTY BAG KAQ15- YARAMED
 
 Overview 
 Reliable and durable, the FIRST AID EMPTY BAG KAQ15- YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model FIRST AID EMPTY BAG KAQ15- YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/15z9hiVsRq_4QJFphe45n3SQkvIK3oYXO/view?usp=sharing,https://drive.google.com/file/d/1XXp-cU93dbXXxSp_FhlpJrwFyLQeQ8YO/view?usp=sharing,,,
YM2095,GYNECOLOGY COUCH CY-C5 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"GYNECOLOGY COUCH CY-C5 YARAMED
 
 Overview 
 Trusted by professionals, the GYNECOLOGY COUCH CY-C5 YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model GYNECOLOGY COUCH CY-C5 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1JDF0tmJAnspxjMY8gKHIwJmpM3HnFtlB/view?usp=sharing,https://drive.google.com/file/d/1eT_S3fFYPCFYaV4WWivb6tayF11KX18N/view?usp=sharing,6500,6500,
YM2096,HANDHELD PULSEOXIMETER YM 820 A YARAMED,MEDICAL,MEDICAL EQUIPMENT,EXAMINATION,"HANDHELD PULSEOXIMETER YM 820 A YARAMED
 
 Overview 
 The HANDHELD PULSEOXIMETER YM 820 A YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HANDHELD PULSEOXIMETER YM 820 A YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1xWl0CrWf4KoxRgFwa0x4wyqbuiyFBZ60/view?usp=sharing,https://drive.google.com/file/d/1YDfg8rY7WiuwCQOR1-0wCYMJ1kTluIwP/view?usp=sharing,,,
YM2097,HANDHELD PULSEOXIMETER YM 820 B YARAMED,MEDICAL,MEDICAL EQUIPMENT,EXAMINATION,"HANDHELD PULSEOXIMETER YM 820 B YARAMED
 
 Overview 
 Trusted by professionals, the HANDHELD PULSEOXIMETER YM 820 B YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HANDHELD PULSEOXIMETER YM 820 B YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1iOg876t4H7r_MEbJku1QNBt8FLWfpvC8/view?usp=sharing,https://drive.google.com/file/d/1oo2aAm_9y5C7GZXo6YEAtITeBvFgqipn/view?usp=sharing,,,
YM2098,HOSPITAL BED MANUAL 2 FUNCTION YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"HOSPITAL BED MANUAL 2 FUNCTION YARAMED
 
 Overview 
 The HOSPITAL BED MANUAL 2 FUNCTION YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model HOSPITAL BED MANUAL 2 FUNCTION YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1Bu2XXvu8FFZPtJUQEaNXOiQgtflbM5Ub/view?usp=sharing,https://drive.google.com/file/d/1jwapuwOKbOrCobOI-WgbaC0dfprLu5FJ/view?usp=sharing,,,
YM2099,INSTRUMENT TROLLEY 2 SHELVES WITH DRAWER YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"INSTRUMENT TROLLEY 2 SHELVES WITH DRAWER YARAMED
 
 Overview 
 Trusted by professionals, the INSTRUMENT TROLLEY 2 SHELVES WITH DRAWER YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model INSTRUMENT TROLLEY 2 SHELVES WITH DRAWER YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1ipHDi3akltESbNcsUQkcMscPiWzw6kpS/view?usp=sharing,https://drive.google.com/file/d/1VJn_qF5B4Bm-RURGZV1EKTZeQ1Y2lyMb/view?usp=sharing,,,
YM2100,INSTRUMENT TROLLEY 2 SHELVES W/O DRAWER YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"INSTRUMENT TROLLEY 2 SHELVES W/O DRAWER YARAMED
 
 Overview 
 Trusted by professionals, the INSTRUMENT TROLLEY 2 SHELVES W/O DRAWER YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model INSTRUMENT TROLLEY 2 SHELVES W/O DRAWER YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1z9id8OxC-7up7Uvc8UwpSI3lorZZmqGq/view?usp=sharing,https://drive.google.com/file/d/10YIH0M_Libc48mM8KzQg-Ve6N-5vwVod/view?usp=sharing,,,
YM2101,IV SET 21G*1 1/2 NEEDLE 25'S/PKT- YARAMED,FURNITURE,MEDICAL DISPOSABLE ,EXAMINATION,"IV SET 21G*1 1/2 NEEDLE 25'S/PKT- YARAMED
 
 Overview 
 Trusted by professionals, the IV SET 21G*1 1/2 NEEDLE 25'S/PKT- YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model IV SET 21G*1 1/2 NEEDLE 25'S/PKT- YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1dmRXN-In9H-dZTFOmFN278Z6eLNZ1GIq/view?usp=sharing,,,,
YM2102,IV STAND F205 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"IV STAND F205 YARAMED
 
 Overview 
 The IV STAND F205 YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model IV STAND F205 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1AKQ9cZDlGmR0WMwJjK25XiCLcLi30u79/view?usp=sharing,https://drive.google.com/file/d/1FDbs2Cs2wSinfSc6yIXGjqPxsZRODWXs/view?usp=sharing,,,
YM2103,IV STAND F57 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"IV STAND F57 YARAMED
 
 Overview 
 Trusted by professionals, the IV STAND F57 YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model IV STAND F57 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1g42iZENaquksZj_DX7EzeJfmlfHZg8dY/view?usp=sharing,https://drive.google.com/file/d/1FDbs2Cs2wSinfSc6yIXGjqPxsZRODWXs/view?usp=sharing,,,
YM2104,IV STAND GF09 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"IV STAND GF09 YARAMED
 
 Overview 
 The IV STAND GF09 YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model IV STAND GF09 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1qmKZudOTK3N1bf718y1sxHghF0r-viHI/view?usp=sharing,https://drive.google.com/file/d/1FDbs2Cs2wSinfSc6yIXGjqPxsZRODWXs/view?usp=sharing,,,
YM2105,IV STAND GF12 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"IV STAND GF12 YARAMED
 
 Overview 
 Reliable and durable, the IV STAND GF12 YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model IV STAND GF12 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1Eu8EPBHNTdrmD3gDotV0fRgsZGw2bHe0/view?usp=sharing,https://drive.google.com/file/d/1FDbs2Cs2wSinfSc6yIXGjqPxsZRODWXs/view?usp=sharing,,,
YM2106,IV STAND QF011 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"IV STAND QF011 YARAMED
 
 Overview 
 Trusted by professionals, the IV STAND QF011 YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model IV STAND QF011 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1PJ2-cqoX8VNzdzAFoWruWZUrjgZAXn3B/view?usp=sharing,https://drive.google.com/file/d/1FDbs2Cs2wSinfSc6yIXGjqPxsZRODWXs/view?usp=sharing,,,
